File,Field Type,Level,Field,Format,Length,Short,Descriptor,Comments,Values
CMF-ACCT-INFO,,2,FCM-STAT-DATE,N,8.0,AD,,The date on which the status of the customer location became effective. Format 'CCYYMMDD',
CMF-ACCT-INFO,GR,1,FCM-CUST-SHP-NA-GRP,,0.0,C2,,A grouping of the customer name and address in the constant portion of the CMF record.,
CMF-ACCT-INFO,,2,FCM-ADDR1-NA,A,35.0,AF,,A customer locations address information. 00  90 locations represent the locations address. 01-98 locations represent the locations 'Ship To' address.,
CMF-ACCT-INFO,,2,FCM-ADDR2-NA,A,35.0,AG,,A customer locations address information. 00  90 locations represent the locations address. 01-98 locations represent the locations 'Ship To' address.,
CMF-ACCT-INFO,,2,FCM-ZIPCD-NA,A,10.0,AL,,The Zip-code for out of Canada residences.,
CMF-ACCT-INFO,GR,1,FCM-CONSTANT-GRP,,0.0,C3,,A grouping of the customer constant information in the constant portion of the CMF record.,
CMF-ACCT-INFO,,2,FCM-ABRV-NAME,A,15.0,AN,D,An abbreviation of the customer name or some other piece of information which will help identify the customer location.,
CMF-ACCT-INFO,,2,FCM-CLM-GST-CD,A,1.0,HW,,A code indicating if the retail would like to receive the GST back on RCLS claims. Values: 'y' - apply GST to RCLS claims ' ' - no GST will be given       back,
CMF-ACCT-INFO,,2,FCM-TGP-CUST-NO,N,10.0,BF,,The GROCERY PEOPLE customer number.,
CMF-ACCT-INFO,,2,FCM-TGP-BILL-CUST-NO,N,10.0,DL,,This field indicates the TGP customer number that this customer will have all his charges billed to.,
CMF-ACCT-INFO,,2,FCM-MC-TMP-MERCH-NO,N,8.0,D7,D,The MASTERCARD merchant number of a retail.  Each customer has a unique merchant number.,
CMF-ACCT-INFO,,2,FCM-VISA-MERCH-NO,N,8.0,EQ,D,The VISA card merchant number of a retail.  Each customer has a unique merchant number.,
CMF-ACCT-INFO,,2,FCM-AMEX-TMP-MERCH-NO,N,10.0,TK,D,The American Express merchant number for a retail.  Each retail contains a unique number.,
CMF-ACCT-INFO,MU,2,FCM-MC-MERCH-NO,N,8.0,OX,D,The MASTERCARD merchant number of a retail.  Each customer has a unique merchant number. There are 2 occurrances  the first is the regular mc merchant number  the 2nd is if there's a 'pay-at-the-pump' machine which requires its own unique mc merchant number  according to moneris.,
CMF-ACCT-INFO,MU,2,FCM-AMEX-MERCH-NO,N,10.0,OY,D,The American Express merchant number of a retail.  Each customer has a unique merchant number. There are 2 occurrances  the first is the regular amex merchant number  the 2nd is if there's a 'pay-at-the-pump' machine which requires its own unique ax merchant number  according to moneris.,
CMF-ACCT-INFO,,2,FCM-EMAIL-ID,A,60.0,IH,,The customer's internet e-mail address.  Email address must contain the @ symbol. Eg: SMITH@SOMEWHERE.COM,
CMF-ACCT-INFO,,2,FCM-ALT-EMAIL-ID,A,60.0,HO,,A second email id for things such as a/r statements to be sent to  in addition to the primary email id.,
CMF-ACCT-INFO,,2,FCM-AR-EMAIL-ALT-ID,A,60.0,RH,,An alternate email id for things such as AR aging reports to be sent to.,
CMF-ACCT-INFO,,2,FCM-BI-RTL-FINANCE-EMAIL-ID,A,60.0,IA,,Email for copies of reports fr om the RTL-Finance BI system,
CMF-ACCT-INFO,,2,FCM-AR-EMAIL-ID,A,60.0,RG,,An AR email id for things such as AR aging reports to be sent to.,
CMF-ACCT-INFO,,2,FCM-PH-NO,N,10.0,IZ,,The phone number for the customer's location.  The phone number should be in one of the following formats: Example:   1112223333   Where: 111 is the area code          2223333 is the phone          number.,
CMF-ACCT-INFO,,2,FCM-GST-REGIST-ID,A,10.0,JY,,The GST registration number of the customer.,
CMF-ACCT-INFO,,2,FCM-BRIC-CD,A,1.0,JZ,D,      Online BRIC Retail       ------------------ Indicates if the retail is using the online BRIC system. * Valid Values:   Y - Yes  the retail is using       the online BRIC system.   N - No  the retail is not       using the online BRIC       system.   P - Pre-conversion: the       retail is setting up       their online BRIC system       but is not yet using it.,
CMF-ACCT-INFO,,2,FCM-PRIV-CD,A,1.0,LU,,Vailid Values are Y or N. Y means the customer does adhere to the privacy legislation and an N means they don't.,
CMF-ACCT-INFO,,2,FCM-CR-REVW-DATE,N,8.0,GE,,The last time an fcl account was credit reviewed.,
CMF-ACCT-INFO,GR,1,FCM-BANK-INVC-NA-GRP,,0.0,C4,,A grouping of the BANK or INVOICE TO name and address in the constant protion of the CMF record.,
CMF-ACCT-INFO,,2,FCM-BANK-NAME,A,35.0,AR,,"The cust locations ""Financial institution/invoice to"" name. 00  90 LOC represent the locations ""Financial institution"" name. 01-98 LOC represent the locations ""Invoice to"" name.",
CMF-ACCT-INFO,,2,FCM-BANK-ADDR1-NA,A,35.0,AS,,"A customer locations address information. 00  90 LOC represent the locations ""Financial institution"" address. 01-98 LOC represent the locations ""Invoice to"" address.",
CMF-ACCT-INFO,,2,FCM-BANK-ADDR2-NA,A,35.0,AT,,"A customer locations address information. 00  90 LOC represent the locations ""Financial institution"" address. 01-98 LOC represent the locations ""Invoice to"" address.",
CMF-ACCT-INFO,,2,FCM-BANK-CITY-NA,A,35.0,AU,,"A customer locations city. 00  90 LOC represent the locations ""Financial institution"" city. 01-98 LOC represent the locations ""Invoice to"" city.",
CMF-ACCT-INFO,,2,FCM-BANK-ZIPCD-NA,A,10.0,AY,,The Zip code for out of Canada residences.,
CMF-ACCT-INFO,,1,FCM-REC-CD,A,1.0,AZ,,A code indicating the CMF record type.,
CMF-ACCT-INFO,,1,FCM-INVC-SUM-CD,A,1.0,D1,,Determines whether an invoice coding summary is generated for the customer.,
CMF-ACCT-INFO,,1,FCM-RTL-RMT-ID,A,8.0,EY,,This field indicates the customer's remote number identification. It is a translation of the remote number into an identification field. eg. rmt094 = RTLCAL1 It exists in the loc 00 record for the retail administration location and in the 01-89 location records for each retail location. can also be fax-id or printer-id. is used with field fcm-stmt-prt-cd.,
CMF-ACCT-INFO,,1,FCM-CR-RSTR-RGN-ID,A,1.0,FA,,The region responsible for authorizing the credit restr- iction be lifted.,
CMF-ACCT-INFO,,1,FBC-BANK-NO,N,3.0,GJ,,THREE DIGIT NUMBER ASSOCIATED WITH THE VENDOR'S FINANCIAL INSTITUTION. - REQUIRED WHEN PAYING VIA   EFT.,
CMF-ACCT-INFO,,1,FBC-TRANSIT-NO,N,5.0,GK,,FIVE DIGIT NUMBER ASSOCIATED WITH THE VENDOR'S FINANCIAL INSTITUTION BRANCH. REQUIRED WHEN PAYING VIA EFT.,
CMF-ACCT-INFO,MU,1,FCM-BANK-ACCT-ID,A,17.0,GL,D,The account number assigned by the bank.,
CMF-ACCT-INFO,,1,FBC-NO,N,6.0,GM,,The cheque or reference number of the bank clearing record.,
CMF-ACCT-INFO,,1,FCM-FAX-NO,N,10.0,GO,,The customer's fax number. This number is 10 digits long to be able to include the area code if it is long distance from home office.  Local numbers would be 9 digits long to include the area code. Eg: Long distance - 1112223333 Local         - 1112223333,
CMF-ACCT-INFO,,1,FCM-FAX-TIME,N,4.0,II,,The time the FAX is to be sent out. - IF ENTERED  DO NOT SEND THE FAX BEFORE THIS TIME ON THE NEXT BUSINESS DAY. If zero  send the FAX as soon as possible. - FCM-FAX-TIME is a 24 HOUR TIME IE: 1600 = 4 P.M. - VALID TIMES ARE 0000 THRU 2359,
CMF-ACCT-INFO,,1,FKS-MBR-NO,N,9.0,IL,,The membership number(includ- ing check digit) of a member within their own retail co-operative. Retail member number can also be found on the retail member master system. For FCL National  Provincial and System wide accounts this is the customer number on the CMF. IE ACCT#: 4156-01 = 4156000            316-01 = 0316000 for CMF   7337    = 7337000,
CMF-ACCT-INFO,,1,FCM-RTL-RMT-PAY-ID,A,8.0,IQ,,This field indicates the customer's remote number identification. It is a translation of the remote number into an identification field. eg. rmt094 = RTLCAL1 It exists in the loc 00 record for the retail administration location and in the 01-89 location records for each retail location. can also be fax-id or printer-id. is used with field fcm-stmt-prt-cd.,
CMF-ACCT-INFO,GR,1,FCM-PAT-SERV-GRP,,0.0,Z1,,A grouping of the PATRONAGE information in the 00 location portion of the CMF record.,
CMF-ACCT-INFO,,2,FCM-YREND-MTH,N,2.0,GG,,the year end month the retail uses for year end calculation,
CMF-ACCT-INFO,,2,FCM-POS-PRT-CD,A,1.0,D8,,Point of sale print indicator R - rje remote print F - fax print N - no print,
CMF-ACCT-INFO,,2,FCM-PAT-FILE-CD,A,1.0,PK,,Indicates if patronage and/or A/R transactions should be sent to the retail rather than capturing them on FCL's patronage and A/R systems. Valid Values: Blank - Capture patronage on         FCL's systems.     A - Send A/R transactions         directly to retail.     P - Send patronage.         transactions directly         to retail.     B - Send both A/R and         patronage directly to         retail.,
CMF-ACCT-INFO,GR,1,FCM-AR-SERV-GRP,,0.0,Z2,,A grouping of the ACCOUNTS RECEIVABLE information in the 00 location portion of the CMF record.,
CMF-ACCT-INFO,,2,FCM-STMT-FREQ-NO,N,1.0,JH,,A code indicating when the Accounts Receivable statement is to be created. * Valid values:   1 - Once per month on the       first work day after       monthend.     - Default for FCL.   2 - Twice a month on the       first work day after the       15th and monthend.   3 - Once per week each       Friday morning.     - Default for TGP.,
CMF-ACCT-INFO,,2,FCM-AR-TRX-CUST-NO,N,6.0,JL,,When used in conjunction with Transfer code = 'Y'  the customer number to which A/R transactions will be processed and/or when used in conjunction with customer types of 'C or I'  the customer number with which purchases are to be combined for the calculation of rebates and service fees.,
CMF-ACCT-INFO,,2,FCM-CR-LMT-AMT,N,9.02,NC,,The maximum credit in dollars allowed to the customers. * Default value: 0,
CMF-ACCT-INFO,,2,FCM-CR-LMT-DATE,N,8.0,HR,,The date the customer breached their credit limit. It is cleared when they drop under their credit limit  or when the credit restriction code is cleared.,
CMF-ACCT-INFO,,2,FCM-CR-LMT-STR-PCNT,PS,3.02,HT,,When checking credit limit breach  multiply limit by this percentage - enter a whole number (ie  10 for 10% additional leeway in credit limit amt).,
CMF-ACCT-INFO,,2,FCM-CR-LMT-STP-PCNT,PS,3.02,HU,,If credit limit switch set to S (soft limit)  then if a customer has breached the credit limit mulitplied by the lower limit  they have credit restriction code set to T (temporary) and are on a 10 day countdown.  If they breach this upper limit during that time  they are set to a credit restriction code of Y and their petroleum cards are shut off.  Enter 30% as 30  for example.,
CMF-ACCT-INFO,,2,FCM-CR-OVRD-PCNT,PS,3.0,LB,,When FCM-CR-RSTR-CD IS 'Z' this field represents a percentage that this customer can temporarily go over their hard limit. This field should be 0 if FCM-CR-RSTR-CD is not 'Z'.,
CMF-ACCT-INFO,,2,FCM-HIGH-CR-AMT,N,9.02,ND,,The highest credit limit in dollars reached by the customer within the last twelve months.,
CMF-ACCT-INFO,,2,FCM-HIGH-CR-DATE,N,8.0,NE,,The date the highest credit was reached by the customer within the last twelve months.,
CMF-ACCT-INFO,,2,FCM-NET-EQTY-AMT,P,9.02,NF,,The total equity the customer has in FCL (Updated monthly). * Default value: 0,
CMF-ACCT-INFO,,2,FCM-STMT-PRT-ID,A,2.0,FT,,A code identifying the print group the statement is to be printed with. * The statements that are to be printed will be printed in customer name sequence within each print group.,
CMF-ACCT-INFO,,2,FCM-AGE-PRT-ID,A,4.0,GN,,A code identifying the print group the aging reports to be printed in. * The aging reports will be printed in customer name sequence within each print group.,
CMF-ACCT-INFO,,2,FBC-ACCT-NO,N,12.0,FN,,The bank account number of the account where this transaction is being processed.,
CMF-ACCT-INFO,,2,FCM-INTER-CO-NO,N,5.0,FY,,The company number to which the AR is to be transfered.,
CMF-ACCT-INFO,,2,FCM-INTER-CO-CUST-NO,N,6.0,FS,,The inter company cross reference customer number. Used to transfer the AR from one company to another. * ie. A TGP customer buys FCL goods under his FCL customer number. The AR is transfered from the FCL customer to the TGP customer via the inter- company customer number. Vise- versa  an FCL customer buys produce through his TGP number and the AR is transfered back to his FCL number.,
CMF-ACCT-INFO,,2,FCM-TERM-DAY,N,2.0,GI,,The day of the month  following the month the invoice was processed  that the invoice is due to be paid. * eg. An invoice created on January 18th with a term day of 15  will have a due date of February 15th. * To establish a month-end due date  key 31 to this field  and the last day of the next month will be used.,
CMF-ACCT-INFO,,2,FCM-ACCT-AGE-CD,A,2.0,FX,,A code used by Corporate Accounting to define specific groupings on the Corporate Accounting AR Aging report.,
CMF-ACCT-INFO,,2,FCM-DEF-INT-CD,A,1.0,GH,,A code indicating the default interest rates and terms to be applied to the customer.,
CMF-ACCT-INFO,,2,FCM-STMT-DUE-DATE-CD,A,3.0,TX,,"Code used to update the statement due date.  Valid values are: L = the last day of the month 99 = the specific day of the      month (where 99 is 01      thru 28) A99 = the specific number of       days after the statement       date (where 99 is < 29) S9 = the specific ""Saturday""      of the month i.e. first       second etc. (where 9 is      1 thru 4)",
CMF-ACCT-INFO,,2,FCM-AUDIT-LETTER-MTH,N,2.0,TY,,The month in which the retail creates audit letters for randomly selected members.,
CMF-ACCT-INFO,,2,FCM-AUDIT-LETTER-INTERVAL-AMT,PS,7.0,TZ,,The interval amount that is used to randomly select which members receive audit letters.,
CMF-ACCT-INFO,,2,FCM-AUDIT-LETTER-STR-AMT,PS,7.0,UA,,The starting value used to randomly select a member to receive an audit letter.,
CMF-ACCT-INFO,,2,FCM-CONTACT-NAME,A,35.0,KP,,The name of the contact person at the retail whose name appears on the Dunning letters sent out to members with overdue accounts.,
CMF-ACCT-INFO,,2,FCM-CONTACT-POSITN-DESC,A,35.0,KQ,,The position of the contact person at the retail whose name appears on the Dunning letters sent to members.,
CMF-ACCT-INFO,,2,FCM-CONTACT-PH-NO,N,10.0,KR,,The phone number of the contact person at the retail whose name appears on the Dunning letters sent to members.,
CMF-ACCT-INFO,GR,1,FCM-PETR-GRP,,0.0,N6,,A grouping of the PETROLEUM information in the 00 location portion of the CMF.,
CMF-ACCT-INFO,,2,FCM-CR-CARD-TOKEN-CD,A,1.0,LR,,Indicates if a retail is using credit card tokens or not. Valid values: 'Y' - retail using tokens 'N' - retail not using tokens ' ' - retail not using tokens,
CMF-ACCT-INFO,PE,1,FCM-AR-INFO-TBL,,0.0,Z5,,A grouping of the different types of ACCTS that a customer can have in the 00 location portion of the CMF record.,
CMF-ACCT-INFO,,2,FCM-AR-ACCT-NAME,A,8.0,JU,,The name of the customers accounts receivable account. * Default value: ' ' (blank),
CMF-ACCT-INFO,PE,1,FCM-DR-TBL,,0.0,N7,,A grouping of the ACCOUNTS RECIEVABLE DEBIT information in the 00 location record of the CMF.,
CMF-ACCT-INFO,,2,FCM-DR-STR-DATE,N,8.0,NM,,The date the debit rate came into effect. * Must either be a zero  or the start of a valid statement period. * Note:   For FCL/IPCO  the start   of the statement period   is either the 1st or   the 16th of the month. *   For TGP/TPP  the start of   the period is always a   Saturday date.,
CMF-ACCT-INFO,PE,1,FCM-CR-TBL,,0.0,N9,,A grouping of the ACCOUNTS RECEIVABLE CREDIT information in the 00 location record of the CMF.,
CMF-ACCT-INFO,PE,1,FCM-FOOD-TBL,,0.0,NU,,A grouping of the ACCOUNTS RECIEVABLE FOOD TERMS information in the 00 location record of the CMF.,
CMF-ACCT-INFO,PE,1,FCM-NFOOD-TERM-TBL,,0.0,N5,,A grouping of the ACCOUNTS RECIEVABLE NON FOOD TERM information in the 00 location record of the CMF.,
CMF-ACCT-INFO,PE,1,FCM-TERM-TBL,,0.0,FO,,A period group containing the AR terms used to determine when an account is past due.,
CMF-ACCT-INFO,,2,FCM-TERM-STR-DATE,N,8.0,FP,,Date the aging term has come into effect. * Must either be zero or the start of a valid statement period. * Note:   For FCL/IPCO  the start   of the statement period is   either the 1st or 16th of   the month. *   For TGP/TPP  the start of   the period is always a   Saturday date.,
CMF-ACCT-INFO,MU,2,FCM-TERM-DAYS,N,2.0,FQ,,Number of days after the statement has been produced  that the customer has until interest is charged on his orders for this aging group.,
